일자,통화건수,한국은행 기준금리,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사량(MJ/m2),일 최심신적설(cm),KOSPI지수,KOSDAQ지수
2014-08-02,59828,2.5,108,31.4,28.7,35.8,0,13.1,3.9,55,2.95,0,2073.1,541.09
2014-08-03,61894,2.5,108,26.5,24.1,30.5,13,12.3,4.2,87.6,1.96,0,2073.1,541.09
2014-08-04,38682,2.5,108,26.4,24.7,29.6,6.5,6.6,2.1,93,1.29,0,2080.42,549.61
2014-08-05,40388,2.5,108,26.6,25,29.2,0,7.3,3.2,87.5,1.07,0,2066.26,547.75
2014-08-06,45255,2.5,108,24.4,22.5,26.2,10.5,7.2,2.2,92.4,0.76,0,2060.73,548.43
2014-08-07,52957,2.5,108,24.7,22.6,27.1,0.2,5.3,1.5,91.1,0.94,0,2054.51,547.11
2014-08-08,45859,2.5,108,26.1,21.9,30.6,0,11.9,3.8,62.3,2.82,0,2031.1,544.24
2014-08-09,55779,2.5,108,26.5,22.3,31.6,0,12.9,4.6,48.4,2.93,0,2031.1,544.24
2014-08-10,68534,2.5,108,23.4,19.6,27.7,42.5,15.7,2.6,79.4,1.19,0,2031.1,544.24
2014-08-11,35281,2.5,108,23.7,18.3,28.6,0,8.9,2.2,78.4,2.76,0,2039.37,546.3
2014-08-12,38522,2.5,108,25.8,22.3,30.4,0,7.9,2.7,77.8,2.17,0,2041.47,545.76
2014-08-13,40469,2.5,108,24.2,22.5,26.7,0,6.2,2.1,75.3,0.85,0,2062.36,551.73
2014-08-14,47180,2.25,108,22.3,21.4,24.2,0.5,6.1,2,78.6,0.71,0,2063.22,558.18
2014-08-15,54905,2.25,108,24.9,20.9,29.6,0,6.1,1.7,72.9,1.98,0,2063.22,558.18
2014-08-16,55174,2.25,108,26.1,22.2,31.8,0,8.4,1.8,73.9,2.55,0,2063.22,558.18
2014-08-17,57323,2.25,108,24,22.9,25,3,7,1.9,81.1,0.66,0,2063.22,558.18
2014-08-18,35608,2.25,108,22.3,20.9,24.4,11.5,9.3,3.1,90,1.32,0,2053.13,561.1
2014-08-19,36940,2.25,108,22.3,20.4,25.3,4.5,6.1,1.5,96.6,1.07,0,2071.14,562.66
2014-08-20,37438,2.25,108,24.8,22.4,28,0.5,3.9,1.1,86,1.08,0,2072.78,561.96
2014-08-21,44119,2.25,108,23.1,21.8,24.6,46.5,9.6,2.4,96.5,0.99,0,2044.21,562.52
2014-08-22,44396,2.25,108,24.7,21.8,28.2,15,8.4,3.1,83.4,1.87,0,2056.7,566.35
2014-08-23,55993,2.25,108,25.2,22.8,29.7,0.5,6.3,2.7,79.5,1.91,0,2056.7,566.35
2014-08-24,59259,2.25,108,25.6,20.7,30.7,0.1,6.1,1.3,75.5,2.58,0,2056.7,566.35
2014-08-25,34009,2.25,108,25.9,24.1,28.6,0,8.4,3,71.8,1.3,0,2060.89,564.4
2014-08-26,39226,2.25,108,25.4,21.6,29.6,11.5,8.6,2.5,71.4,1.99,0,2068.05,568.24
2014-08-27,37137,2.25,108,24.6,21.1,28.6,0,6.8,2.8,66.8,2.05,0,2074.93,567.23
2014-08-28,36944,2.25,108,25.1,19.8,30.7,0,6.5,2.2,65.3,2.8,0,2075.76,570.24
2014-08-29,46677,2.25,108,25.2,21,30.1,6.5,7,1.8,71.9,2.37,0,2068.54,570.2
2014-08-30,57421,2.25,108,24.6,19.9,30.7,0,7.9,1.9,71.6,2.72,0,2068.54,570.2
2014-08-31,57234,2.25,108,24.1,20.7,29,0,4.9,1.4,68.6,1.85,0,2068.54,570.2
2014-09-01,66033,2.25,108,24.1,20.4,29.7,1.5,7,1.5,72.5,2.36,0,2067.86,566.95
2014-09-02,75091,2.25,108,23.1,19.3,27.7,6,10,2.5,73.6,2.49,0,2051.58,568.74
2014-09-03,79935,2.25,108,19.1,17.4,20.6,57.5,11.5,3.4,99.8,0.42,0,2051.2,571.4
2014-09-04,73363,2.25,108,22.4,18,27.6,0,9.6,2.5,79.4,2.62,0,2056.26,568.9
2014-09-05,93198,2.25,108,23.8,20,29,0,7.7,2.1,76,2.53,0,2049.41,572.37
2014-09-06,97827,2.25,108,25.2,20.3,30.8,0,7.2,1.8,66.9,2.67,0,2049.41,572.37
2014-09-07,57882,2.25,108,25.3,19.8,31.3,0,6.6,1.6,72.1,2.49,0,2049.41,572.37
2014-09-08,37819,2.25,108,24.8,20.6,30.2,0,7.3,2.5,75,2.62,0,2049.41,572.37
2014-09-09,81104,2.25,108,23.3,19.9,28.2,0,8,2.1,66.5,2.53,0,2049.41,572.37
2014-09-10,99713,2.25,108,22.4,16.7,28.9,0,6.6,1.5,60.6,2.5,0,2049.41,572.37
2014-09-11,61657,2.25,108,23.3,17.5,29.2,0,6.8,1.8,61.1,2.45,0,2034.16,573.7
2014-09-12,82675,2.25,108,21.3,18.6,26.6,0.1,8,2.1,74.9,1.54,0,2041.86,570.65
2014-09-13,113225,2.25,108,23.1,18.6,28.3,0,7.1,2.3,60.9,2.16,0,2041.86,570.65
2014-09-14,114689,2.25,108,23,18.2,28.4,0,7.1,2.3,60.6,2.6,0,2041.86,570.65
2014-09-15,61235,2.25,108,23.1,20.6,27.5,0,6.7,2.2,64.9,2.01,0,2035.82,565.77
2014-09-16,65524,2.25,108,21.3,15.8,27,0,7,2.1,43.8,2.29,0,2042.92,572.36
2014-09-17,68541,2.25,108,20.2,17.6,22.6,0,5.9,1.5,52.3,0.95,0,2062.61,574.98
2014-09-18,69669,2.25,108,20.6,16.2,27,0,7.8,2,56.5,2.34,0,2047.74,576.97
2014-09-19,87507,2.25,108,21.4,14.9,28.4,0,6.9,1.7,55,2.36,0,2053.82,581.38
2014-09-20,114684,2.25,108,21.6,15.4,28.1,0,6.1,2,52.5,2.52,0,2053.82,581.38
2014-09-21,113655,2.25,108,20.2,17.5,25.6,0,4.9,1.4,61.6,1.68,0,2053.82,581.38
2014-09-22,61657,2.25,108,21.4,15,27.9,0,6.2,2,57.5,2.47,0,2039.27,577.35
2014-09-23,66399,2.25,108,23,18.1,29,0,6.9,2.5,52.1,2.4,0,2028.91,575.56
2014-09-24,73164,2.25,108,20.3,18,23.8,6.5,11.7,2.6,77.9,1.37,0,2035.64,580.42
2014-09-25,72769,2.25,108,22.2,17.7,27.7,0,6,1.7,66.9,2.44,0,2034.11,577.48
2014-09-26,88810,2.25,108,21,18.6,24.2,0,7.2,2.6,78.1,1.14,0,2031.64,577.66
2014-09-27,114347,2.25,108,21.4,18.3,25.1,0,8.8,2.6,79,1.52,0,2031.64,577.66
2014-09-28,124105,2.25,108,21.7,19.2,24.7,0.5,4.5,1.1,85.5,1.16,0,2031.64,577.66
2014-09-29,70217,2.25,108,19.4,17.7,20.7,16,4.8,1.3,99,0.43,0,2026.6,569.27
2014-09-30,74309,2.25,108,18.9,15.4,23.7,0,9.7,3.1,72.5,2.09,0,2020.09,573.22
2014-10-01,74395,2.25,108,19.2,14.9,24.4,0,7.9,2.6,68.6,1.96,0,1991.54,566.99
2014-10-02,100171,2.25,108,18.1,17.1,20.1,9,9.6,2.2,89,0.46,0,1976.16,569.84
2014-10-03,106934,2.25,108,16.1,13.4,20.8,0,9.4,2.9,74.3,2.18,0,1976.16,569.84
2014-10-04,111786,2.25,108,16.9,11.6,23,0,9.8,3.4,62,2.39,0,1976.16,569.84
2014-10-05,113926,2.25,108,17.1,12.5,23.2,0,9.8,3.1,53.1,2.38,0,1976.16,569.84
2014-10-06,61968,2.25,108,16.6,10.5,22.6,0,7.9,1.7,57,2.27,0,1968.39,566.27
2014-10-07,68060,2.25,108,16.1,11.6,22.5,0,8.5,2.4,64.8,1.9,0,1972.91,562.82
2014-10-08,80468,2.25,108,16.7,10,23.6,0,4.9,1.5,61.5,2.22,0,1965.25,566.74
2014-10-09,106583,2.25,108,18.6,12.4,25.4,0,6.8,2,60.4,2.22,0,1965.25,566.74
2014-10-10,86383,2.25,108,19,12.5,26.3,0,12.7,3.6,63.3,2.23,0,1940.92,555.95
2014-10-11,107733,2.25,108,19.4,13.6,25.6,0,9.1,3.1,57.4,2.31,0,1940.92,555.95
2014-10-12,114237,2.25,108,21.2,13.9,29,0,6.1,1.9,48.5,2.31,0,1940.92,555.95
2014-10-13,64548,2.25,108,17.4,11,21.7,0,17.7,4.7,51.9,2.27,0,1927.21,534.31
2014-10-14,72740,2.25,108,13.8,8.5,20,0,7.3,2.2,51.8,2.26,0,1929.25,544.05
2014-10-15,72640,2,108,13.8,8.9,20,0,8.2,2.4,60.4,2.18,0,1925.91,545.51
2014-10-16,74870,2,108,13.2,9.3,18,2.5,12.4,3.1,53.8,2.27,0,1918.83,545.49
2014-10-17,89455,2,108,13.6,6.6,21.2,0,8.4,1.9,53.8,2.13,0,1900.66,547.7
2014-10-18,113420,2,108,15.5,9.4,22.5,0,5.2,1.7,68.9,2,0,1900.66,547.7
2014-10-19,111561,2,108,17,11.2,22.7,0,5.9,1.7,61,1.7,0,1900.66,547.7
2014-10-20,72171,2,108,14.4,12.9,17.1,21.5,8,2.6,97.8,0.25,0,1930.06,556.01
2014-10-21,83260,2,108,13.8,11.9,15.7,18.5,11.7,3.4,92.8,0.28,0,1915.28,557.54
2014-10-22,71521,2,108,13.6,10.4,18.7,0,8.1,3,69,2.19,0,1936.97,564.52
2014-10-23,72721,2,108,13.8,8.5,20.6,0,6,2.1,67.8,2.05,0,1931.65,564.31
2014-10-24,92269,2,108,15.1,9.9,21,0,6,1.8,78,1.55,0,1925.69,560.66
2014-10-25,116979,2,108,16.5,12.9,22.2,0,6.8,1.9,81.1,1.73,0,1925.69,560.66
2014-10-26,122646,2,108,16,11.6,19.9,0.5,9.7,2.8,76.9,1.73,0,1925.69,560.66
2014-10-27,65635,2,108,10.7,6.1,16.9,0,8.2,3,35.3,2.18,0,1931.97,559.92
2014-10-28,69411,2,108,10.2,2.7,19.4,0,5.3,1.4,43.4,2.12,0,1925.68,562.29
2014-10-29,71011,2,108,12.1,4.9,20.8,0,4.9,1.7,46.4,1.93,0,1961.17,561.03
2014-10-30,76306,2,108,14.2,7.7,20.8,0,5.5,1.5,45.8,1.6,0,1958.93,557.86
2014-10-31,97230,2,108,15,12.8,18.2,0.2,9.2,2.4,62.1,1.01,0,1964.43,558.7
2014-11-01,58800,2,108,17.3,15.1,22.9,0,7.4,2.2,63.4,1.89,0,1964.43,558.7
2014-11-02,57322,2,108,12,7.1,15.4,2.5,16.6,4.8,50.5,1.57,0,1964.43,558.7
2014-11-03,31318,2,108,9.3,3.8,14.8,0,12.9,3.1,40.9,2.01,0,1952.97,552.47
2014-11-04,35137,2,108,11.3,5.4,18.5,0,6.6,1.9,60.5,1.91,0,1935.19,542.16
2014-11-05,36602,2,108,12.4,6.4,18.4,0,6.7,1.9,65.6,1.83,0,1931.43,540.27
2014-11-06,37721,2,108,13.5,9.5,17.7,0.5,8,2.1,61,1.55,0,1936.48,531.81
2014-11-07,46563,2,108,9.8,5.1,16.5,0,6.3,1.9,52.5,1.85,0,1939.87,539.9
2014-11-08,60161,2,108,9.9,6.9,15.1,0,5.8,1.4,61.9,0.93,0,1939.87,539.9
2014-11-09,59001,2,108,10,6.3,15.5,0,8.1,2.3,46.3,1.85,0,1939.87,539.9
2014-11-10,33564,2,108,9.4,3.5,16.5,0,6.3,1.7,49.9,1.82,0,1958.23,539.22
2014-11-11,35716,2,108,9.4,4.6,14.5,2,8.6,1.9,67.4,1.32,0,1963,545.13
2014-11-12,41793,2,108,6,-1.3,10,5,14.5,5.4,50.6,1.6,0,1967.27,546.46
2014-11-13,46641,2,108,-0.2,-3.1,4.3,0,13.7,3.7,38.5,1.93,0,1960.51,547.7
2014-11-14,50108,2,108,4.2,-1.4,10,0,10.4,2.2,54,1.73,0,1945.14,541.93
2014-11-15,62306,2,108,4.1,-0.5,9.5,0,7.6,2.1,38.3,1.68,0,1945.14,541.93
2014-11-16,59945,2,108,6.6,2.6,12.4,1,9.9,1.6,42.6,1.61,0,1945.14,541.93
2014-11-17,34010,2,108,6.2,3.8,9,1.5,8,2.3,75.5,1.45,0,1943.63,531.18
2014-11-18,37837,2,108,5,1.7,10.4,0,6.6,2.2,53.4,1.8,0,1967.01,536.2
2014-11-19,37450,2,108,5.6,-0.6,12.6,0,6,1.6,55.4,1.63,0,1966.87,540.84
2014-11-20,38364,2,108,7.9,2.7,14.6,0,6.3,1.8,61.9,1.56,0,1958.04,539.93
2014-11-21,47546,2,108,11.3,5.9,16.5,0,7.6,2.8,62.5,1.49,0,1964.84,543.98
2014-11-22,63883,2,108,11,8,12.7,4,6.3,1.9,90.9,0.29,0,1964.84,543.98
2014-11-23,61304,2,108,9,6.3,12.3,0,6.6,2,80,1.13,0,1964.84,543.98
2014-11-24,33508,2,108,9.8,8,13.2,0,4.5,1.3,59.8,0.66,0,1978.54,541.93
2014-11-25,36571,2,108,10.2,6.6,15.1,0,12.4,4.2,56,1.74,0,1980.21,546.34
2014-11-26,37442,2,108,11,8.2,16.3,0,9.5,2.8,58.8,1.56,0,1980.84,547.34
2014-11-27,38484,2,108,10.4,6.7,14.9,0,5.4,1.9,69.9,0.88,0,1982.09,545.97
2014-11-28,57866,2,108,8.8,6.5,10.1,18,10,3.7,88,0.34,0,1980.78,545.08
2014-11-29,61273,2,108,8.3,5.5,12.8,0,6,2.1,83.9,1.67,0,1980.78,545.08
2014-11-30,63111,2,108,9.1,7.2,11.1,7,7.5,3.2,88.1,0.65,0,1980.78,545.08
2014-12-01,39507,2,108,-1.1,-7.2,7.9,0.5,19.3,6.1,58.8,1.24,0.3,1965.22,539.45
2014-12-02,41050,2,108,-5.4,-8.2,-2.7,0,12.3,4.6,42.3,1.76,0,1965.83,541.53
2014-12-03,42735,2,108,-3.3,-6.5,-0.5,0.9,7.6,1.9,70.6,1.08,1.7,1969.91,545.02
2014-12-04,43813,2,108,-4.6,-7.4,-0.2,0,9.4,2.7,43,1.66,0,1986.61,548.16
2014-12-05,57484,2,108,-6.6,-10.1,-2.5,0,10.9,3.6,45.5,1.69,0,1986.62,550.85
2014-12-06,72287,2,108,-5.6,-8.8,-0.5,0,9.6,2.8,47.5,1.67,0,1986.62,550.85
2014-12-07,66403,2,108,-3.4,-8.2,0.2,0,5.8,1.6,43.9,1.04,0,1986.62,550.85
2014-12-08,37099,2,108,-1.6,-4.8,2.7,0,8.6,2.6,48.4,1.62,0,1978.95,551.4
2014-12-09,40355,2,108,-2.4,-7.4,4.1,0,6.6,1.5,44.1,1.58,0,1970.95,546.57
2014-12-10,44342,2,108,1.6,-1.9,4.2,2,5.7,1.9,58.8,0.61,0,1945.56,541.96
2014-12-11,45229,2,108,-1.5,-5.2,3.2,0.5,10.8,3.4,64.8,1.63,0,1916.59,537.21
2014-12-12,55951,2,108,-3.8,-7,0.5,0.1,6.2,2,70.4,1.45,0.2,1921.71,533.67
2014-12-13,69487,2,108,-5.2,-7.3,-2,0,11.3,3.2,45.8,1.67,0,1921.71,533.67
2014-12-14,68865,2,108,-3.6,-8.6,0.6,0,5.5,1.5,60.5,1.46,0,1921.71,533.67
2014-12-15,42257,2,108,-0.1,-1.7,2,10.5,7.5,2.8,90.6,0.6,3.5,1920.36,538.09
2014-12-16,45077,2,108,-4.9,-9.4,1.7,0,14.2,4.9,58.9,1.77,0,1904.13,534.15
2014-12-17,48347,2,108,-9,-11.1,-5.2,0,16.5,4.9,41,1.61,0,1900.16,533.06
2014-12-18,47430,2,108,-8.3,-13.2,-2.2,0,7.6,2.3,39.9,1.69,0,1897.5,527.52
2014-12-19,53857,2,108,-3.8,-8.1,0,0.9,8.4,3.4,54.5,0.79,1,1929.98,535.51
2014-12-20,70578,2,108,-1.7,-6.6,2.1,2,11.9,3.8,66,1.68,0.7,1929.98,535.51
2014-12-21,66687,2,108,-6.4,-9,-1.3,0,10.9,2.2,58.5,1.33,0,1929.98,535.51
2014-12-22,38011,2,108,-4.7,-9.7,0.8,0.3,9.2,2.2,64.6,1.33,0.6,1943.12,536.78
2014-12-23,41632,2,108,-1.3,-5.7,1.8,0,6.1,2.6,67.1,1.06,0,1939.02,534.65
2014-12-24,76425,2,108,1.7,-3.1,6.4,0.2,10.1,2.8,66.8,1.18,0,1946.61,536.89
2014-12-25,69639,2,108,-2.6,-5.9,1.8,0,9,2.5,52,1.64,0,1946.61,536.89
2014-12-26,45504,2,108,-3.2,-7.4,2.5,0,6.2,1.9,45.6,1.65,0,1948.16,535.17
2014-12-27,59763,2,108,-1.8,-6.3,5,0,4.8,1.7,46.8,1.53,0,1948.16,535.17
2014-12-28,59993,2,108,-0.8,-3.6,1.6,0,5.7,2.2,64.1,0.7,0,1948.16,535.17
2014-12-29,38073,2,108,2.9,-0.5,6.4,0,7.6,2.3,73.1,1.08,0,1927.86,539.22
2014-12-30,44371,2,108,1.9,-1.6,6.3,0,9.7,2.6,62.8,1.56,0,1915.59,542.97
2014-12-31,76125,2,108,-1.9,-6.9,1.7,0,16.4,3.8,47.4,1.62,0,1915.59,542.97
2015-01-01,58645,2,108,-7.7,-9.8,-4.3,0,12.1,4.6,41.4,1.7,0,1915.59,542.97
2015-01-02,46976,2,108,-6,-9,-1.9,0,13,3.2,45.9,1.68,0,1926.44,553.73
2015-01-03,57595,2,108,-2.7,-9.2,3.1,0,6.7,1.9,56.1,1.62,0,1926.44,553.73
2015-01-04,53471,2,108,2.5,0.2,8.5,0,6.1,2,70.1,1.11,0,1926.44,553.73
2015-01-05,34312,2,108,3.7,-1.1,7.9,0.4,6.9,2.4,73.1,1.37,0,1915.75,561.25
2015-01-06,39839,2,108,-3.2,-7.6,4,3,10.9,4.3,52.4,1.78,0,1882.45,558.9
2015-01-07,40877,2,108,-5.5,-8.9,-0.6,0,6.8,2.5,33.1,1.71,0,1883.83,561.32
2015-01-08,42550,2,108,-5.1,-9.5,-0.2,0,6.7,2.2,45.8,1.7,0,1904.65,566.43
2015-01-09,50232,2,108,-2.1,-6.8,3.5,0,7.1,2,58.3,1.48,0,1924.7,572.99
2015-01-10,60485,2,108,-0.3,-5.6,4.8,0,9.5,2.3,56.5,1.66,0,1924.7,572.99
2015-01-11,61090,2,108,-0.4,-4.3,2.5,0,11.1,3.6,57.8,1.63,0,1924.7,572.99
2015-01-12,36759,2,108,-2.7,-7.3,3.7,0,8,1.8,37.8,1.71,0,1920.95,574.76
2015-01-13,40154,2,108,0.2,-5.1,5.8,0,5.1,1.8,39.6,1.66,0,1917.14,571
2015-01-14,40019,2,108,2.5,-0.3,6.1,0,5,1.5,41.1,0.76,0,1913.66,574.17
2015-01-15,40912,2,108,2.8,-1.1,9,0,7.3,2.1,53.6,1.62,0,1914.14,581.39
2015-01-16,50305,2,108,0.8,-2.5,3.4,0.3,11.4,4,73,1.01,0,1888.13,577.41
2015-01-17,62158,2,108,-4.1,-7.7,0,0,12.2,3.8,46,1.85,0,1888.13,577.41
2015-01-18,61306,2,108,-1.3,-6.5,2.1,4,7.3,2.3,68.4,1.32,5.1,1888.13,577.41
2015-01-19,36019,2,108,-0.1,-4,3.1,0.1,9.9,3.2,68.1,1.57,0.1,1902.62,577.94
2015-01-20,38997,2,108,-0.9,-6.4,4.4,0,6.3,1.9,55.8,1.59,0,1918.31,582.27
2015-01-21,39461,2,108,2.6,-1.2,6.5,0,5.6,2,58.3,1.29,0,1921.23,584.34
2015-01-22,41542,2,108,3.1,0.8,7.1,0,4.7,1.5,60.6,0.88,0,1920.82,578.42
2015-01-23,47572,2,108,1.2,-1.6,4.9,0,7.6,2.6,66.4,1.28,0,1936.09,589.31
2015-01-24,56757,2,108,3.7,0.8,8.4,0,6.5,1.8,62.9,1.5,0,1936.09,589.31
2015-01-25,62575,2,108,3,1.1,5,3,7.6,3.5,78.4,0.43,0,1936.09,589.31
2015-01-26,39389,2,108,3.6,0.2,6.5,0.5,8.3,2.6,87.5,0.48,0,1935.68,590.34
2015-01-27,38150,2,108,-3.6,-7.4,0.5,0,9.3,3.7,55.4,1.93,0,1952.4,587.84
2015-01-28,40321,2,108,-4.1,-9.1,2.7,0,7.7,2.3,49.3,1.76,0,1961.58,594.39
2015-01-29,40351,2,108,-1.1,-4.6,3,0,7.5,2.3,56.4,0.79,0,1951.02,593.12
2015-01-30,50526,2,108,-3.3,-7,0.8,0,11.6,3.8,51.8,1.8,0,1949.26,591.58
2015-01-31,81485,2,108,-4.5,-8.5,0.8,0,6.3,2.6,46.4,1.93,0,1949.26,591.58
2015-02-01,57628,2,108,-3,-8.2,3.6,0,6.3,1.9,44.9,1.98,0,1949.26,591.58
2015-02-02,33590,2,108,-0.6,-5.3,6.4,0,5.7,1.5,47.3,1.79,0,1952.68,590.27
2015-02-03,36779,2,108,0.6,-3.5,7.2,0,6.3,2.1,54.5,1.68,0,1951.96,593.31
2015-02-04,38896,2,108,0.4,-3.1,5.8,0,8.5,2,64.5,1.63,0,1962.79,598.23
2015-02-05,41341,2,108,-0.1,-3.8,4.8,0,8.2,3,57.1,1.68,0,1952.84,600.81
2015-02-06,51018,2,108,0.4,-4.3,6.5,0,8.7,2.2,57.3,1.86,0,1955.52,604.13
2015-02-07,63012,2,108,1.2,-2.7,5.7,0,10.5,2.6,65.3,1.15,0,1955.52,604.13
2015-02-08,69402,2,108,-9.8,-11.9,-2.8,0,14.5,5.3,34.1,2.01,0,1955.52,604.13
2015-02-09,40563,2,108,-5.7,-13,-0.1,0.2,12.2,3.1,54.6,1.79,0.3,1947,593.75
2015-02-10,42380,2,108,1.7,-2,5.8,0,11.9,2.8,69,0.9,0,1935.86,592.95
2015-02-11,41726,2,108,2.7,-0.8,8,0,7.3,2.5,60.3,1.87,0,1945.7,601.41
2015-02-12,44634,2,108,-2.2,-4.7,1.6,0,13.4,4.2,36.8,2.11,0,1941.63,602.24
2015-02-13,55624,2,108,-1.6,-6.4,4,0,11.1,3.1,46.4,2.09,0,1957.5,608.07
2015-02-14,61024,2,108,2,-3.1,6.6,0,8.6,2.2,72.9,0.59,0,1957.5,608.07
2015-02-15,56135,2,108,7.9,3.2,13,0,8.3,2.9,61.6,1.79,0,1957.5,608.07
2015-02-16,44440,2,108,5,4.1,7.9,10.5,8.1,3.5,91.9,0.25,0,1958.23,610.16
2015-02-17,49879,2,108,1.9,0.5,4.1,0.5,9.5,3.5,78.5,0.89,0,1961.45,609.1
2015-02-18,30394,2,108,0.8,-1.5,3.3,0,6.6,2.5,72,1.44,0,1961.45,609.1
2015-02-19,16257,2,108,2.2,-2.7,8.6,0,6.8,1.6,67.1,2.09,0,1961.45,609.1
2015-02-20,38735,2,108,5.2,-1.3,11.4,0,5.6,2,55.3,1.66,0,1961.45,609.1
2015-02-21,58000,2,108,5.7,4.8,6.7,8,8.5,3.4,79,0.48,0,1961.45,609.1
2015-02-22,56967,2,108,3.5,-0.7,7,2.5,12.6,4.1,78,1.46,0,1961.45,609.1
2015-02-23,37764,2,108,0.9,-2.4,5.9,0,8,3,60.4,2.01,0,1968.39,615.52
2015-02-24,40580,2,108,2.1,-1.1,7.5,0,6.7,2.3,60,2.29,0,1976.12,621.31
2015-02-25,43580,2,108,5.4,0.2,12.5,0.5,10.4,2.9,48.6,2.08,0,1990.47,616.57
2015-02-26,46508,2,108,1.2,-3.5,4.7,0.5,13.2,4.9,56.9,2.19,0,1993.08,617.08
2015-02-27,54916,2,108,-1.3,-5.6,4.8,0,10.6,3.2,35.6,2.37,0,1985.8,624.56
2015-02-28,62365,2,108,2.7,-2,6.4,0,6.4,2,40.5,0.98,0,1985.8,624.56
2015-03-01,59265,2,108,2.4,-0.2,5.9,0,12,3.7,56.8,1.62,0,1985.8,624.56
2015-03-02,38598,2,108,3.9,-1.9,9.7,0,9,2.8,43.5,2.32,0,1996.81,621.81
2015-03-03,37994,2,108,2.8,-1.3,6.7,5.5,12.2,3.4,69.5,1.11,0,2001.38,625.64
2015-03-04,36625,2,108,-2.1,-4.6,1.4,0,15.3,5.3,43.4,2.55,0,1998.29,630.35
2015-03-05,37931,2,108,-0.3,-5.4,5.5,0,6.5,1.9,41.1,2,0,1998.38,631.43
2015-03-06,48650,2,108,2.9,-3.2,10.4,0,8,2.3,37.8,2.34,0,2012.94,635.84
2015-03-07,60491,2,108,4.2,-2.3,11,0,8.3,2.3,45.5,2.36,0,2012.94,635.84
2015-03-08,58693,2,108,7.7,0.4,15.1,0,6.6,1.8,42.5,2.18,0,2012.94,635.84
2015-03-09,34966,2,108,2.2,-5.4,8.2,0,15.3,5.4,43.4,2.5,0,1992.82,629.26
2015-03-10,39919,2,108,-3.4,-6.9,1,0,15.1,5.9,30.6,2.62,0,1984.77,621.99
2015-03-11,39618,2,108,0.4,-5.1,7.5,0,16.3,4.5,45.1,2.05,0,1980.83,619.61
2015-03-12,38816,1.75,108,2.1,-3.5,6.7,0,12.3,4,41,2.49,0,1970.59,628.15
2015-03-13,47293,1.75,108,5.6,1.8,11,0.1,10.8,3,45.4,2.55,0,1985.79,634.25
2015-03-14,60002,1.75,108,4.3,-1.2,11.6,0,10,2.3,31.4,2.49,0,1985.79,634.25
2015-03-15,57317,1.75,108,5.5,0,12.5,0,8,2.2,42,2.18,0,1985.79,634.25
2015-03-16,30606,1.75,108,9.8,1.3,18.6,0,6,2,44.4,2.37,0,1987.33,635.4
2015-03-17,34223,1.75,108,10.7,6.9,16.1,0,7,1.8,51.9,1.02,0,2029.91,636.05
2015-03-18,39064,1.75,108,10.7,8.4,14.4,1.5,10,4,61.5,0.92,0,2028.45,628.99
2015-03-19,36300,1.75,108,12.4,6.5,21,0,9.1,2.5,50.9,2.36,0,2037.89,631.81
2015-03-20,45352,1.75,108,13.4,7.6,21.9,0,8.4,2.5,32.5,2.42,0,2037.24,640.08
2015-03-21,57887,1.75,108,11.7,6.9,17.8,0,9,2.7,31,2.16,0,2037.24,640.08
2015-03-22,61065,1.75,108,8.3,2.2,14.9,0,13.5,4.2,33.3,2.58,0,2037.24,640.08
2015-03-23,32026,1.75,108,4.6,0,10.1,0,16,4.2,24.3,2.66,0,2036.59,640.29
2015-03-24,34792,1.75,108,5.4,-0.9,12.4,0,8.9,2.6,32.8,2.69,0,2041.37,641.87
2015-03-25,37168,1.75,108,6.5,0.1,14.2,0,8.4,2.5,45.9,2.62,0,2042.81,651.05
2015-03-26,36450,1.75,108,7.9,1.6,14.8,0,10.4,3.1,47.5,2.55,0,2022.56,642.53
2015-03-27,46994,1.75,108,9.1,3.2,16.2,0,9.3,2.6,50.5,2.47,0,2019.8,640.12
2015-03-28,60203,1.75,108,9.7,2.5,17,0,8.1,2.8,35,2.57,0,2019.8,640.12
2015-03-29,58593,1.75,108,10.5,7,16.5,0,7.6,2.5,61.9,2.2,0,2019.8,640.12
2015-03-30,31290,1.75,108,13.2,5.9,20.8,0,9.5,2.6,57.4,2.47,0,2030.04,646.74
2015-03-31,39965,1.75,108,12.9,10,14.9,2.5,6.1,2.2,80.6,0.54,0,2041.03,650.49
2015-04-01,36124,1.75,108,12.9,10,17.6,2.5,14.1,4.1,67.9,2.76,0,2028.45,650.23
2015-04-02,42906,1.75,108,14.8,8.5,21.8,28,16.1,5,70.5,2.19,0,2029.07,650.57
2015-04-03,46805,1.75,108,10.6,6.9,15.1,3.5,16.4,2.8,83.4,1.29,0,2045.42,658.04
2015-04-04,63196,1.75,108,13.5,8.9,18.5,0,10.8,4.3,48,2.25,0,2045.42,658.04
2015-04-05,60694,1.75,108,10.5,10.1,12.2,0.5,8.9,2.5,75.1,0.45,0,2045.42,658.04
2015-04-06,31463,1.75,108,10.3,6.9,15.4,0,9.2,2.7,55.8,2.04,0,2046.43,662.15
2015-04-07,35897,1.75,108,8.4,5.5,12.2,0,9.5,2.6,59.5,1.86,0,2047.03,666.83
