일자,통화건수,한국은행 기준금리,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사량(MJ/m2),일 최심신적설(cm),KOSPI지수,KOSDAQ지수
2015-12-11,47479,1.5,108,6.4,3.3,12.2,0,10.6,3.4,56.5,1.54,0,1948.62,653.48
2015-12-12,59662,1.5,108,5.2,1.1,11,0,10,2.6,50.1,1.61,0,1948.62,653.48
2015-12-13,58826,1.5,108,5.2,0.9,12.2,0,5,1.4,50.5,1.55,0,1948.62,653.48
2015-12-14,36260,1.5,108,5,2.6,6.4,2.5,5.9,2.2,75.6,0.35,0,1927.82,630.37
2015-12-15,37609,1.5,108,4.7,0,8.2,0.1,10.7,2.9,70,1.07,0,1932.97,639.78
2015-12-16,40093,1.5,108,-1,-5,2.8,0,12.3,4,51,1.54,0,1969.4,647.27
2015-12-17,41198,1.5,108,-4.6,-7.4,-0.4,0,8.9,2.7,43.4,1.66,0,1977.96,658.11
2015-12-18,50625,1.5,108,-3.3,-7,-1,0,6.4,2.2,61.9,0.3,0,1975.32,667.45
2015-12-19,60472,1.5,108,-0.1,-4.6,6.8,0,5.2,1.7,66.3,1.51,0,1975.32,667.45
2015-12-20,54886,1.5,108,1.5,-3.4,6,0,4.6,1.5,56.9,1.22,0,1975.32,667.45
2015-12-21,35003,1.5,108,2.2,-0.2,5,2,6.1,2.5,76,0.79,0,1981.19,668.65
2015-12-22,36027,1.5,108,3.1,-1.5,7.7,0,7.5,2.4,67.9,1.43,0,1992.56,663.42
2015-12-23,39047,1.5,108,5.9,2.9,10.6,0.4,6,2.1,59.6,1.33,0,1999.22,659.6
2015-12-24,67731,1.5,108,1.5,-1.6,5.3,0,7.4,2.3,67.5,1.21,0,1990.65,656.53
2015-12-25,64567,1.5,108,-0.8,-4.9,3.7,0,6.8,2,46.3,1.63,0.2,1990.65,656.53
2015-12-26,50916,1.5,108,0.9,-3.2,4.7,0.7,8.1,2.4,73.3,0.86,0.8,1990.65,656.53
2015-12-27,54855,1.5,108,-5.7,-8.9,-1,0,7.4,2.9,39,1.65,0,1990.65,656.53
2015-12-28,35724,1.5,108,-5.7,-9.5,-1,0,9.1,2.3,38.4,1.68,0,1964.06,652.05
2015-12-29,39054,1.5,108,-3.2,-8.7,2.9,0,5,1.4,47.6,1.43,0,1966.31,673.22
2015-12-30,45761,1.5,108,0.3,-3.5,4.3,2.5,6.4,2.5,68,1.23,0,1961.31,682.35
2015-12-31,65952,1.5,108,0.7,-1.9,2.8,0,5.2,1.5,81.3,0.81,0,1961.31,682.35
2016-01-01,47484,1.5,108,1.2,-3.3,4,0,5.6,1.6,73,0.9,0,1961.31,682.35
2016-01-02,45252,1.5,108,5.7,1,9.5,0,6.9,2,76.9,0.76,0,1961.31,682.35
2016-01-03,45093,1.5,108,6.5,5.1,9.4,0,5.7,1.8,80.6,0.89,0,1961.31,682.35
2016-01-04,30254,1.5,108,2,-2.5,5.3,0,8.6,3.1,54.4,1.51,0,1918.76,677.79
2016-01-05,35020,1.5,108,-2.7,-4.8,1.5,0,7.3,2.3,39.4,1.56,0,1930.53,684.07
2016-01-06,35883,1.5,108,-1.7,-4.9,1.7,0,6.9,1.8,54.3,0.98,0,1925.43,687.27
2016-01-07,37743,1.5,108,-3.4,-5.9,1.4,0,9,2.5,51.8,1.65,0,1904.33,679.66
2016-01-08,47191,1.5,108,-3.3,-6.9,1,0,9.4,2,49.8,1.66,0,1917.62,682.56
2016-01-09,56325,1.5,108,-2.1,-6.2,2.4,0,9,2.1,57.1,1.64,0,1917.62,682.56
2016-01-10,54123,1.5,108,0.3,-2.7,3.8,0,8.1,2.6,42.3,1.67,0,1917.62,682.56
2016-01-11,33152,1.5,108,-3.8,-6.5,0.9,0,7.5,2.8,38.3,1.68,0,1894.84,674.96
2016-01-12,36335,1.5,108,-5.2,-9.1,0.7,0,7.4,2.5,46,1.67,0,1890.86,671.3
2016-01-13,38822,1.5,108,-4.5,-8.2,0.1,0.4,9.1,2.1,63,1.32,0.5,1916.28,686.03
2016-01-14,38271,1.5,108,-3.4,-8.4,1.3,0,8,1.7,52.1,1.61,0,1900.01,683.19
2016-01-15,47269,1.5,108,-0.4,-4.3,5.3,0,5.4,1.8,52.3,1.61,0,1878.87,678.43
2016-01-16,56166,1.5,108,-0.2,-2.1,2.8,0.1,6.5,2.9,68,1.02,0,1878.87,678.43
2016-01-17,49702,1.5,108,1.7,-0.7,5.4,0,5.7,2.4,64,0.76,0,1878.87,678.43
2016-01-18,34693,1.5,108,-6.3,-12.3,0.4,0.2,15.1,4.8,59.8,1.61,0.4,1878.45,683.63
2016-01-19,42984,1.5,108,-12.8,-15.1,-8.9,0,14.5,5.4,45.9,1.83,0,1889.64,681.25
2016-01-20,41492,1.5,108,-10.5,-14.5,-5.2,0,5.9,1.8,43.6,1.63,0,1845.45,669.68
2016-01-21,40541,1.5,108,-7.1,-10.2,-2.3,0,6.9,1.8,44.3,1.68,0,1840.53,665.84
2016-01-22,47857,1.5,108,-7.6,-11.1,-3.8,0,9,2.6,40.5,1.19,0,1879.43,670.95
2016-01-23,64278,1.5,108,-11.5,-16,-8.3,0,12.7,4,42,1.66,0,1879.43,670.95
2016-01-24,65252,1.5,108,-14.4,-18,-10.5,0,8.6,3.2,48.5,1.76,0,1879.43,670.95
2016-01-25,35700,1.5,108,-9.4,-14.3,-3.4,0,6.8,1.9,47.1,1.84,0,1893.43,681.43
2016-01-26,36835,1.5,108,-3.3,-8.5,1.7,0.3,8.3,2.3,64.5,1.08,0.5,1871.69,678.85
2016-01-27,36481,1.5,108,-1.1,-4.7,4.3,0,7.7,2,56.3,1.48,0,1897.87,675.25
2016-01-28,36516,1.5,108,-0.5,-5.6,3.5,0,6,1.6,51.5,1,0,1906.94,681.29
2016-01-29,43360,1.5,108,1.9,-1.4,5.4,0,6.8,2.3,43.6,0.63,0,1912.06,682.8
2016-01-30,60108,1.5,108,0.6,-2.5,5.2,0,6.3,2,59.5,1.58,0,1912.06,682.8
2016-01-31,49998,1.5,108,-3.9,-6.5,0.3,0,8.4,3.2,34,1.88,0,1912.06,682.8
2016-02-01,31979,1.5,108,-6,-9.1,-1,0,8.1,3,36,1.92,0,1924.82,685.55
2016-02-02,35534,1.5,108,-5.3,-10,0.9,0,6.6,2.2,41.8,1.89,0,1906.06,684.86
2016-02-03,36692,1.5,108,-2.4,-8.3,4,0,7.8,1.9,49.6,1.87,0,1890.67,680.94
2016-02-04,41265,1.5,108,-0.7,-4,3.9,0,9.7,2.4,50.1,1.53,0,1916.26,683.62
2016-02-05,49732,1.5,108,-2.2,-6.8,3.4,0,8.3,2.5,39.4,1.89,0,1917.79,681.31
2016-02-06,46165,1.5,108,-3.1,-6.2,2,0,8.4,2.9,38.6,1.91,0,1917.79,681.31
2016-02-07,27198,1.5,108,-2.9,-8.3,3.5,0,7.1,2,46.5,1.96,0,1917.79,681.31
2016-02-08,15960,1.5,108,1.3,-4.3,5.5,0,14.4,3.1,62.1,0.94,0,1917.79,681.31
2016-02-09,35883,1.5,108,0.3,-3.9,5.5,0,10.6,3,52.5,2,0,1917.79,681.31
2016-02-10,45995,1.5,108,2.7,-4.3,10.7,0,5.9,1.6,38.5,2.02,0,1917.79,681.31
2016-02-11,33453,1.5,108,8.1,1.6,13.5,0.1,7.7,3.5,29.3,1.48,0,1861.54,647.69
2016-02-12,46251,1.5,108,8.4,6.8,10,18,9.1,3.2,95.3,0.19,0,1835.28,608.45
2016-02-13,59132,1.5,108,11,5.8,14.4,21,10.8,3.3,95,0.72,0,1835.28,608.45
2016-02-14,54526,1.5,108,-2.6,-6.8,5.8,2.5,11.8,4.6,73.1,0.72,0,1835.28,608.45
2016-02-15,36161,1.5,108,-5.8,-10,-2.3,0,10.9,4,48,2.22,0,1862.2,621.37
2016-02-16,40924,1.5,108,-2.7,-6.7,1.1,0.8,11.4,2.5,66,1.04,1.2,1888.3,634.95
2016-02-17,39237,1.5,108,0,-5.2,5.4,0,9.4,2.3,53.9,2.19,0,1883.94,623.49
2016-02-18,40243,1.5,108,3.5,-1.4,7.8,0,11.9,3.2,66.4,1.39,0,1908.84,638.43
2016-02-19,48270,1.5,108,2.3,0.1,4.4,0,8,1.7,56.4,0.86,0,1916.24,644.56
2016-02-20,57090,1.5,108,1.3,-2.5,6.3,0,10.9,2.9,37.1,2.01,0,1916.24,644.56
2016-02-21,51757,1.5,108,-0.6,-4.2,4.4,0,12,2.9,36.4,1.99,0,1916.24,644.56
2016-02-22,33302,1.5,108,1.1,-2.2,4.2,0,6.6,1.9,36.6,0.9,0,1916.36,650.14
2016-02-23,38730,1.5,108,0.7,-4.5,4.5,0.9,11.6,3.2,56,2.3,0.3,1914.22,642.31
2016-02-24,40731,1.5,108,-3,-6.8,2.2,0,8.9,2.9,42,2.24,0,1912.53,643.98
2016-02-25,41453,1.5,108,-0.2,-5.8,5.7,0,13.5,2.7,49.9,1.53,0,1918.57,646.27
2016-02-26,48029,1.5,108,2.2,-3.2,7.5,0,7.5,2.2,41.3,2.27,0,1920.16,649.3
2016-02-27,54463,1.5,108,3.3,0.5,8.1,0.2,7.8,2,57.6,2.11,0,1920.16,649.3
2016-02-28,60941,1.5,108,0.7,-2.6,6.9,4.1,9.3,2.1,65.5,1.11,5,1920.16,649.3
2016-02-29,44576,1.5,108,-3.8,-5.9,-1.1,0,11.1,4,48.6,1.69,0,1916.66,651.62
2016-03-01,52446,1.5,108,-2.7,-7.5,2.1,0,8.8,2.5,47.3,2.37,0,1916.66,651.62
2016-03-02,36069,1.5,108,3.1,-2.2,8.1,0,10.7,2.9,67.9,1.59,0,1947.42,662.25
2016-03-03,30750,1.5,108,8.1,4.4,13.9,0,6.4,1.9,65.1,1.76,0,1958.17,669.01
2016-03-04,41568,1.5,108,13.2,6.4,20.3,0.1,7.2,2.7,55.3,2.22,0,1955.63,673.84
2016-03-05,61430,1.5,108,11.3,9.1,13.5,40,11.6,2.6,91,0.25,0,1955.63,673.84
2016-03-06,48541,1.5,108,7.9,4.3,12.9,0.2,8.9,2.8,51,2.42,0,1955.63,673.84
2016-03-07,28771,1.5,108,8.1,4.8,12.2,0,5.9,2,36.9,0.62,0,1957.87,672.21
2016-03-08,32014,1.5,108,2.7,-1.4,7,0,9.4,3.1,40.4,1.57,0,1946.12,674.32
2016-03-09,34523,1.5,108,0.3,-2.7,5.3,0,9.3,3.5,37.5,2.51,0,1952.95,679.64
2016-03-10,37204,1.5,108,-1.1,-4.3,3.1,0,11.1,3.2,37.8,2.59,0,1969.33,687.6
2016-03-11,46150,1.5,108,-0.5,-5.5,4.6,0,9.4,2.6,43.8,2.57,0,1971.41,689.17
2016-03-12,56126,1.5,108,2,-3.3,6.4,0,9.8,2.5,55.6,1.67,0,1971.41,689.17
2016-03-13,53845,1.5,108,3.7,1.9,6.5,0.1,6.2,1.6,68.1,0.98,0,1971.41,689.17
2016-03-14,29220,1.5,108,4.7,1.3,9.6,0,7.1,2.6,57,2.25,0,1972.27,691.05
2016-03-15,31541,1.5,108,5.2,-1,12.4,0,7.2,2.2,43.4,2.45,0,1969.97,693.34
2016-03-16,33525,1.5,108,7.5,2.7,13.8,0,7.8,2,45.1,2.31,0,1974.9,693.44
2016-03-17,33795,1.5,108,9.3,2,14.7,0,5.3,1.4,40.9,2.02,0,1987.99,691.49
2016-03-18,42778,1.5,108,13.4,8.8,20.1,0,8,2.4,50,2.25,0,1992.12,695.02
2016-03-19,52910,1.5,108,11.4,6.6,18.1,0,8.1,2.5,58.3,2.43,0,1992.12,695.02
2016-03-20,49858,1.5,108,10.6,4.9,17.5,0,7.5,2.2,54,2.42,0,1992.12,695.02
2016-03-21,27567,1.5,108,9.9,5.5,16.1,0,8.6,2.2,54.1,2.38,0,1989.76,692.42
2016-03-22,31142,1.5,108,8,3.5,13.8,0,8.8,2.5,58.1,2.24,0,1996.81,691.51
2016-03-23,32931,1.5,108,8.2,3.8,13.8,0,10.4,2.9,49.6,2.43,0,1995.12,689.39
2016-03-24,34295,1.5,108,7.2,1.6,12.7,0,8.1,2.4,36.5,2.52,0,1985.97,686.26
2016-03-25,43237,1.5,108,7.1,2.1,12.6,0,6.5,2.2,43.9,2.28,0,1983.81,683.2
2016-03-26,52317,1.5,108,6.5,2.1,12.6,0,8.1,2.2,54.5,2.51,0,1983.81,683.2
2016-03-27,52543,1.5,108,7.2,2.2,13.1,0,11.3,2.6,55.6,2.3,0,1983.81,683.2
2016-03-28,28410,1.5,108,9.8,2.3,17.4,0,6.9,2,47.8,2.44,0,1982.54,676.51
2016-03-29,32242,1.5,108,11.3,7.6,17.1,0.1,12.7,3.1,58,2.2,0,1994.91,686.5
2016-03-30,32615,1.5,108,11.5,7,18.3,0,8.8,2.2,49.9,2.48,0,2002.14,691.13
2016-03-31,34470,1.5,108,13.5,6,21.4,0,6.4,2.1,27,1.98,0,1995.85,688.38
2016-04-01,43726,1.5,108,15.3,7.3,23.8,0,8.1,2,26,2.63,0,1973.57,690.69
2016-04-02,54732,1.5,108,15,9.6,21.7,0,9.8,2.3,40.8,2.36,0,1973.57,690.69
2016-04-03,54053,1.5,108,10.7,8.2,12.7,2,8.9,1.7,75.1,0.45,0,1973.57,690.69
2016-04-04,27918,1.5,108,12.3,5.1,19.8,0,7.5,2.2,42.6,2.73,0,1978.97,696.98
2016-04-05,31817,1.5,108,11.4,5.9,18.1,0,9.3,2.5,45.1,2.69,0,1962.74,695.7
2016-04-06,34758,1.5,108,14.4,6.6,22.9,3,7.6,1.9,44.3,2.26,0,1971.32,694.03
2016-04-07,34209,1.5,108,14.1,10.5,20.6,7.5,10.7,3,69.5,2.67,0,1973.89,697.13
2016-04-08,44280,1.5,108,11.1,7.8,18.7,0,11.7,2.5,76.1,2.65,0,1972.05,697.1
2016-04-09,55519,1.5,108,10.7,7.4,14.1,0,5.6,1.8,83.9,0.81,0,1972.05,697.1
2016-04-10,54872,1.5,108,13.4,9.3,20.7,0,9.2,2.2,71,2.41,0,1972.05,697.1
2016-04-11,28322,1.5,108,12.5,5.7,19.4,0,8.1,2.4,43.8,2.75,0,1970.37,693.01
2016-04-12,37117,1.5,108,14.1,10.3,19.4,0,8.1,2.3,42.6,2.41,0,1981.32,693.45
2016-04-13,51869,1.5,108,15.6,11.4,21.4,1,5.6,1.7,67.5,2.16,0,1981.32,693.45
2016-04-14,33362,1.5,108,12.4,9.3,18.6,0,7.3,2.6,75.9,2.72,0,2015.93,693.42
2016-04-15,40666,1.5,108,15,8.1,23.1,0,9.6,2.6,46.4,2.75,0,2014.71,695.62
2016-04-16,64437,1.5,108,14.9,9.8,20.7,23.5,10.9,2.9,58.9,1.55,0,2014.71,695.62
2016-04-17,52355,1.5,108,10.8,8.3,14.5,20.5,16.7,4.7,66.8,2.54,0,2014.71,695.62
2016-04-18,31301,1.5,108,11.2,7.1,18.6,1.5,15,3.1,65,2.79,0,2009.1,695.34
2016-04-19,30915,1.5,108,12,6.5,19.2,0,8,2.2,55.1,2.82,0,2011.36,701.68
2016-04-20,35790,1.5,108,14.3,10.1,20.9,0.5,9.5,2,54,2.43,0,2005.83,699.86
2016-04-21,35627,1.5,108,13.5,10.3,16.9,17,7.9,2.8,88,1.08,0,2022.1,701.62
2016-04-22,44091,1.5,108,13.5,10.1,18.6,0,9.3,2.6,83.4,1.51,0,2015.49,703.05
2016-04-23,56276,1.5,108,13.5,7.8,19.8,0,8.3,2.1,52.1,2.27,0,2015.49,703.05
2016-04-24,52774,1.5,108,15.5,8.1,23.7,0,8.8,1.9,39.6,3,0,2015.49,703.05
2016-04-25,29065,1.5,108,17.2,10.2,25.3,0,7.5,1.7,34.8,2.71,0,2014.55,703.7
2016-04-26,32176,1.5,108,21.1,12.1,29.6,0,7.4,2,34.8,2.7,0,2019.63,702.06
2016-04-27,33756,1.5,108,17.2,14.5,20.7,0,8.5,3.6,32,1.37,0,2015.4,699.52
2016-04-28,35364,1.5,108,17.2,12.4,23,0,7.3,2,34.4,2.43,0,2000.93,699.7
2016-04-29,44140,1.5,108,16.2,10.9,22.6,0.3,7.5,2.5,47.6,2.83,0,1994.15,699.77
2016-04-30,53099,1.5,108,15.9,10.8,20.4,0,12,2.8,45.3,1.34,0,1994.15,699.77
2016-05-01,50612,1.5,108,18.8,12.2,26,0,9.8,2.2,40.5,2.48,0,1994.15,699.77
2016-05-02,34209,1.5,108,21.1,16.5,28.4,16.5,8.2,2.2,64.5,2.52,0,1978.15,690.27
2016-05-03,43411,1.5,108,12.9,8.9,17.6,27,17.5,4.9,86.1,0.24,0,1986.41,698.66
2016-05-04,42617,1.5,108,15.7,10.2,20.6,0,18,5.1,46.6,3.12,0,1976.71,694.17
2016-05-05,55490,1.5,108,18.9,10.2,26.9,7.5,6.6,1.7,50.8,2.89,0,1976.71,694.17
2016-05-06,49107,1.5,108,16.3,13,18.6,9.5,8.2,2.1,89,0.26,0,1976.71,694.17
2016-05-07,48872,1.5,108,16.5,10.7,22.6,0,9.9,2.7,60,2.99,0,1976.71,694.17
2016-05-08,55434,1.5,108,19.4,11.6,26.8,0,8.9,2.1,44.8,2.86,0,1976.71,694.17
2016-05-09,27424,1.5,108,20.2,16.3,25.4,0,8.7,2,43,2.92,0,1967.81,691.82
2016-05-10,34086,1.5,108,14.5,12.5,18.1,13.5,8.5,2.3,82.4,1.05,0,1982.5,700.23
2016-05-11,31545,1.5,108,16.4,10.4,23.5,0,8.5,2,60.9,2.97,0,1980.1,703.94
2016-05-12,32793,1.5,108,17.8,12.1,24,0,10.3,2.7,62.4,3.03,0,1977.49,705.04
2016-05-13,42129,1.5,108,18.6,12.7,25.4,0.5,8.1,2.1,57,3.15,0,1966.99,704.37
2016-05-14,53371,1.5,108,20.2,15.1,26.9,0,8.3,2.3,47.1,3.12,0,1966.99,704.37
2016-05-15,61347,1.5,108,17.4,12.3,24.2,45,12.4,2.7,73.9,2.72,0,1966.99,704.37
2016-05-16,28021,1.5,108,15.9,10.8,21.9,2.5,11.4,3.2,57,3.16,0,1967.91,701.46
2016-05-17,30508,1.5,108,19.3,10.9,26.6,0,6.7,1.9,48.8,3.03,0,1968.06,695.95
2016-05-18,31843,1.5,108,22.3,13.5,29.5,0,7.8,1.9,40.3,3.09,0,1956.73,683.87
2016-05-19,32913,1.5,108,24.3,16.3,31.9,0,8.8,1.6,36.4,2.97,0,1946.78,679.39
2016-05-20,42061,1.5,108,24,16.8,31.6,0,6.9,1.8,32,3,0,1947.67,684.92
2016-05-21,53062,1.5,108,24.1,17.8,30.4,0,6.9,2,23.8,3.07,0,1947.67,684.92
2016-05-22,52802,1.5,108,24.7,17.6,31.7,0,5.8,1.9,35,3.03,0,1947.67,684.92
2016-05-23,27928,1.5,108,23.3,18.3,29.4,0,9.8,2.2,43,2.35,0,1955.25,691
2016-05-24,32678,1.5,108,16.8,15.4,21.8,38.5,11.9,2.6,82.6,1.07,0,1937.68,687.71
2016-05-25,32266,1.5,108,19.7,15.3,24.4,0,8.4,2.7,67.9,2.92,0,1960.51,689.33
2016-05-26,33135,1.5,108,19.4,17.5,22.9,0,7.5,1.8,72,1.56,0,1957.06,687.94
2016-05-27,40639,1.5,108,20.9,14.8,27.1,0,5.7,1.7,61.3,2.98,0,1969.17,691.54
2016-05-28,52288,1.5,108,21.7,17.2,28,0,7.5,2.1,56.1,2.94,0,1969.17,691.54
2016-05-29,49291,1.5,108,21.5,17.2,27.6,0,7.5,2.3,56.1,2.95,0,1969.17,691.54
2016-05-30,27454,1.5,108,22.1,16.9,28.9,0,9,2.4,57.3,2.99,0,1967.13,692.06
2016-05-31,32149,1.5,108,21.6,17.4,27.6,0,9.2,2.5,63.6,2.86,0,1983.4,698.45
2016-06-01,45478,1.5,108,23.3,17.1,29.9,0,8,2.1,45.8,3.01,0,1982.72,700.03
2016-06-02,45052,1.5,108,23.2,17.2,29.1,0,8.3,2.4,38.3,2.96,0,1985.11,701.15
2016-06-03,52611,1.5,108,22.2,17.6,27.7,0,8.2,2.2,48.1,2.78,0,1985.84,701.43
2016-06-04,60814,1.5,108,21.2,18.2,26.3,0,7.4,1.6,51.8,2.03,0,1985.84,701.43
2016-06-05,61243,1.5,108,24.7,17.3,32.2,0,6.3,1.7,47.3,2.94,0,1985.84,701.43
2016-06-06,58356,1.5,108,23.3,20.8,28.4,0,7,2.3,49.1,2.49,0,1985.84,701.43
2016-06-07,39141,1.5,108,21.7,19.6,25.9,0.1,8.9,1.7,69.5,1.8,0,2011.63,704.77
2016-06-08,42651,1.5,108,22.1,18.2,27.7,0,7.8,2.3,65.9,2.5,0,2027.08,703.99
2016-06-09,44576,1.25,108,24.1,17.8,31.3,0,7.6,2,59.5,2.74,0,2024.17,705.08
2016-06-10,53564,1.25,108,24.6,20.2,31.3,0,8,2.2,60.9,2.6,0,2017.63,706.81
2016-06-11,66132,1.25,108,23.5,20.9,26.5,3,6.2,1.7,74.3,1.47,0,2017.63,706.81
2016-06-12,64015,1.25,108,23.5,19.9,26.7,1.5,6,2.1,79,1.46,0,2017.63,706.81
2016-06-13,39889,1.25,108,23.5,19.4,29.6,0,7.8,2.4,70.5,2.68,0,1979.06,695.61
2016-06-14,43136,1.25,108,23.8,19.7,29.5,0,8.4,2.2,63,2.63,0,1972.03,692.94
2016-06-15,49524,1.25,108,20.9,17.4,24.5,15.5,10,2.7,81.8,2.18,0,1968.83,694.66
2016-06-16,44926,1.25,108,20.9,18.6,24.9,0,8.4,2.8,73.5,1.86,0,1951.99,680.25
2016-06-17,53260,1.25,108,23.8,18.6,29.1,0,8.3,2.5,63.1,2.8,0,1953.4,678.86
2016-06-18,63261,1.25,108,24.5,20.1,29.9,0,8.6,1.8,58,2.66,0,1953.4,678.86
2016-06-19,60832,1.25,108,24.1,20.3,29.3,0,8.4,1.9,64.5,2.7,0,1953.4,678.86
2016-06-20,39686,1.25,108,24.7,19.6,30.7,0,5.7,1.7,66,2.42,0,1981.12,688.95
2016-06-21,43454,1.25,108,26,21,31.3,0,7.3,1.7,60.1,2.18,0,1982.7,688.55
2016-06-22,47736,1.25,108,24.3,20.9,30.2,30.5,9.5,2,75.1,1.64,0,1992.58,688.18
2016-06-23,45623,1.25,108,24.7,19.6,29.4,0.1,9.4,2.1,71,2.77,0,1986.71,679.52
2016-06-24,54046,1.25,108,23.1,21.1,25.7,3.5,8.8,2.1,76,1.3,0,1925.24,647.16
2016-06-25,63852,1.25,108,22.8,19.2,26.7,0,10.5,2.8,63.1,2.72,0,1925.24,647.16
2016-06-26,63379,1.25,108,24.4,19.4,30.3,0,8.6,2.7,58.4,3.09,0,1925.24,647.16
2016-06-27,39421,1.25,108,24.4,19.9,29.5,0,6.7,1.6,55.5,2,0,1926.85,648.12
2016-06-28,43243,1.25,108,24.7,20.4,29.7,0,6.7,1.8,61.1,2.67,0,1936.22,659.3
2016-06-29,44890,1.25,108,25.3,20.9,30.2,0,7.4,2.2,58,2.73,0,1956.36,669.88
2016-06-30,49368,1.25,108,24.6,23,26.9,0.2,8.4,2.8,78.1,1.4,0,1970.35,675.09
2016-07-01,69345,1.25,108,24,22,26.6,108.5,10.6,2.3,86.5,0.57,0,1987.32,684.26
2016-07-02,63315,1.25,108,23.5,20.6,27.7,4,6.4,2.4,81,1.58,0,1987.32,684.26
2016-07-03,59424,1.25,108,23.5,21.1,26.8,0,5.8,1.6,70.4,1.4,0,1987.32,684.26
2016-07-04,46566,1.25,108,21.8,20.2,24.1,29.5,11.1,3.2,85,0.82,0,1995.3,688.15
2016-07-05,53810,1.25,108,23.1,20.2,24.8,100.5,11.2,2.8,94,0.43,0,1989.85,692.73
2016-07-06,44599,1.25,108,22.9,20.3,26.9,0,6,2,74,2.23,0,1953.12,685.51
2016-07-07,46334,1.25,108,24,20.1,28.5,0,5.9,1.4,72,2.64,0,1974.08,695.95
2016-07-08,54763,1.25,108,27.3,21.2,32.4,0,7.6,1.8,66.5,2.84,0,1963.1,692.6
2016-07-09,63747,1.25,108,27.7,23.2,32.7,0,7.4,2,64.8,2.99,0,1963.1,692.6
2016-07-10,64357,1.25,108,27.9,23.2,33.1,0,6.6,1.8,64.4,3,0,1963.1,692.6
2016-07-11,42981,1.25,108,28.4,24.8,33.4,0,7.3,1.7,67.4,2.34,0,1988.54,697.25
2016-07-12,44258,1.25,108,26.3,22.1,30.9,3,8.2,2.1,65.5,2.37,0,1991.23,699.4
2016-07-13,44784,1.25,108,26.3,23.2,29.5,0,6.5,2.2,69,1.86,0,2005.55,702.65
2016-07-14,45018,1.25,108,27.5,24,32.4,0.1,6.8,2.1,66.9,2.22,0,2008.77,703.34
2016-07-15,54198,1.25,108,26.2,23.7,29.2,1.5,8.5,2.7,60,2.28,0,2017.26,700.28
2016-07-16,68184,1.25,108,20.8,19.8,23.8,46.5,10.8,3.5,92.8,0.56,0,2017.26,700.28
2016-07-17,62591,1.25,108,21.7,20.4,23.1,2.5,10.3,2.6,82.9,0.9,0,2017.26,700.28
2016-07-18,40186,1.25,108,24.4,20.7,28.4,0.2,6.7,1.5,75.1,1.73,0,2021.11,700.9
2016-07-19,44028,1.25,108,27.1,20.9,32.4,0,7,1.5,65.5,2.93,0,2016.89,702.44
2016-07-20,46331,1.25,108,28.6,24,32.9,0,7.3,1.9,62.5,2.18,0,2015.46,705.03
2016-07-21,47942,1.25,108,28.3,24.9,32.2,0,7.1,2.2,61.3,2,0,2012.22,708.12
2016-07-22,56522,1.25,108,29.1,25.3,34.1,0,6.5,2.2,64,2.68,0,2010.34,707.54
2016-07-23,62337,1.25,108,28.7,27.2,31.6,0.5,7.1,1.9,70.4,1.48,0,2010.34,707.54
2016-07-24,62246,1.25,108,28,27,30.1,0.5,6.5,1.9,78,0.92,0,2010.34,707.54
2016-07-25,44002,1.25,108,28.4,26.4,31.4,0,6.8,1.9,75.3,1.27,0,2012.32,704.96
2016-07-26,46796,1.25,108,28.4,25.6,31.9,0,8.3,2.7,69,2.05,0,2027.34,705.4
2016-07-27,57604,1.25,108,27.6,26.7,28.9,0.5,9.7,3.4,76,0.85,0,2025.05,701.09
2016-07-28,47739,1.25,108,28,26.7,30.5,0.2,8.9,2.8,70.6,2.39,0,2021.1,703.78
2016-07-29,56408,1.25,108,26.3,23.4,28.4,59.5,6,1.7,82,1.6,0,2016.19,706.24
2016-07-30,60654,1.25,108,28.6,26.4,33,0.5,5.6,2,74,2.77,0,2016.19,706.24
2016-07-31,60525,1.25,108,28.9,26.6,32.8,0.2,9.7,1.6,72.1,2.28,0,2016.19,706.24
2016-08-01,45659,1.25,108,28.4,25.8,32.4,0,7,1.6,72,2.52,0,2029.61,703.72
2016-08-02,48973,1.25,108,27.2,25,31.1,2,10.1,1.3,73,1.19,0,2019.03,700.9
2016-08-03,47693,1.25,108,29.1,24,34.2,0,6.7,1.6,65.4,2.37,0,1994.79,698.32
2016-08-04,50820,1.25,108,30.7,26,35.7,0,6,1.6,59.6,2.67,0,2000.03,701.67
2016-08-05,58096,1.25,108,31.2,26.5,36,0,5.9,1.8,60.1,2.17,0,2017.94,696.09
2016-08-06,64615,1.25,108,30.5,26.6,34,0,7.1,1.7,64.8,1.77,0,2017.94,696.09
2016-08-07,61575,1.25,108,30.6,27,35,0,6.6,1.9,56,2.58,0,2017.94,696.09
2016-08-08,44078,1.25,108,30.5,26.4,35.5,0,7.3,1.8,63.1,2.11,0,2031.12,696.43
2016-08-09,47478,1.25,108,29.3,26.4,33.6,1,8.4,1.9,68.3,1.88,0,2043.78,700.73
2016-08-10,48611,1.25,108,29.4,26.1,34.8,0,6.3,1.9,66.3,2.2,0,2044.64,707.46
2016-08-11,50720,1.25,108,30.5,26.1,36.4,0,6.7,2,64.1,2.96,0,2048.8,703.33
